rx_file,mode,transition_step,label_prev,label_cur,tl_s,outage_gt_tau,arrival_step,offset_ms
rx_trial_016.csv,P,13,1,0,0.237,0,15,-213.0
rx_trial_016.csv,P,88,0,6,0.074,0,89,-213.0
rx_trial_016.csv,P,91,6,7,0.189,0,93,-213.0
rx_trial_016.csv,P,97,7,11,0.229,0,99,-213.0
rx_trial_016.csv,P,120,11,10,0.127,0,121,-213.0
rx_trial_016.csv,P,245,10,6,0.069,0,246,-213.0
rx_trial_016.csv,P,338,6,7,0.283,0,341,-213.0
rx_trial_016.csv,P,362,7,11,0.256,0,365,-213.0
rx_trial_016.csv,P,376,11,4,0.011,0,376,-213.0
rx_trial_016.csv,P,429,4,10,0.091,0,430,-213.0
rx_trial_016.csv,P,605,10,3,0.068,0,606,-213.0
rx_trial_016.csv,P,615,3,7,0.105,0,616,-213.0
rx_trial_016.csv,P,642,7,3,0.199,0,644,-213.0
rx_trial_016.csv,P,680,3,9,0.093,0,681,-213.0
rx_trial_016.csv,P,714,9,8,0.275,0,717,-213.0
rx_trial_016.csv,P,724,8,7,0.207,0,726,-213.0
rx_trial_016.csv,P,775,7,0,0.071,0,776,-213.0
rx_trial_016.csv,P,796,0,7,0.068,0,797,-213.0
rx_trial_016.csv,P,858,7,4,0.28,0,861,-213.0
rx_trial_016.csv,P,963,4,6,0.182,0,965,-213.0
rx_trial_016.csv,P,1035,6,5,0.179,0,1037,-213.0
rx_trial_016.csv,P,1055,5,9,0.098,0,1056,-213.0
rx_trial_016.csv,P,1087,9,2,0.238,0,1089,-213.0
rx_trial_016.csv,P,1128,2,9,9.67,1,1225,-213.0
rx_trial_016.csv,P,1130,9,4,0.276,0,1133,-213.0
rx_trial_016.csv,P,1224,4,9,0.07,0,1225,-213.0
rx_trial_016.csv,P,1282,9,0,0.072,0,1283,-213.0
rx_trial_016.csv,P,1299,0,9,0.159,0,1301,-213.0
rx_trial_016.csv,P,1404,9,7,0.177,0,1406,-213.0
rx_trial_016.csv,P,1410,7,2,0.1,0,1411,-213.0
rx_trial_016.csv,P,1414,2,8,0.013,0,1414,-213.0
rx_trial_016.csv,P,1458,8,6,0.354,0,1462,-213.0
rx_trial_016.csv,P,1523,6,11,0.175,0,1525,-213.0
rx_trial_016.csv,P,1581,11,5,0.068,0,1582,-213.0
rx_trial_016.csv,P,1603,5,1,0.168,0,1605,-213.0
rx_trial_016.csv,P,1614,1,2,0.018,0,1614,-213.0
rx_trial_016.csv,P,1627,2,8,0.194,0,1629,-213.0
rx_trial_016.csv,P,1678,8,1,0.287,0,1681,-213.0
rx_trial_016.csv,P,1697,1,2,0.048,0,1697,-213.0
rx_trial_016.csv,P,1701,2,1,0.278,0,1704,-213.0
rx_trial_016.csv,P,1766,1,3,0.17,0,1768,-213.0
rx_trial_017.csv,U,13,1,0,0.248,0,15,-210.0
rx_trial_017.csv,U,88,0,6,0.001,0,88,-210.0
rx_trial_017.csv,U,91,6,7,0.092,0,92,-210.0
rx_trial_017.csv,U,97,7,11,0.11,0,98,-210.0
rx_trial_017.csv,U,120,11,10,0.235,0,122,-210.0
rx_trial_017.csv,U,245,10,6,0.175,0,247,-210.0
rx_trial_017.csv,U,338,6,7,0.173,0,340,-210.0
rx_trial_017.csv,U,362,7,11,0.181,0,364,-210.0
rx_trial_017.csv,U,376,11,4,0.241,0,378,-210.0
rx_trial_017.csv,U,429,4,10,0.183,0,431,-210.0
rx_trial_017.csv,U,605,10,3,0.021,0,605,-210.0
rx_trial_017.csv,U,615,3,7,0.133,0,616,-210.0
rx_trial_017.csv,U,642,7,3,0.051,0,642,-210.0
rx_trial_017.csv,U,680,3,9,0.237,0,682,-210.0
rx_trial_017.csv,U,714,9,8,0.07,0,715,-210.0
rx_trial_017.csv,U,724,8,7,0.012,0,724,-210.0
rx_trial_017.csv,U,775,7,0,0.176,0,777,-210.0
rx_trial_017.csv,U,796,0,7,0.163,0,798,-210.0
rx_trial_017.csv,U,858,7,4,0.18,0,860,-210.0
rx_trial_017.csv,U,963,4,6,0.273,0,966,-210.0
rx_trial_017.csv,U,1035,6,5,0.073,0,1036,-210.0
rx_trial_017.csv,U,1055,5,9,0.049,0,1055,-210.0
rx_trial_017.csv,U,1087,9,2,0.203,0,1089,-210.0
rx_trial_017.csv,U,1128,2,9,0.099,0,1129,-210.0
rx_trial_017.csv,U,1130,9,4,0.215,0,1132,-210.0
rx_trial_017.csv,U,1224,4,9,0.177,0,1226,-210.0
rx_trial_017.csv,U,1282,9,0,0.182,0,1284,-210.0
rx_trial_017.csv,U,1299,0,9,0.268,0,1302,-210.0
rx_trial_017.csv,U,1404,9,7,0.175,0,1406,-210.0
rx_trial_017.csv,U,1410,7,2,0.211,0,1412,-210.0
rx_trial_017.csv,U,1414,2,8,0.13,0,1415,-210.0
rx_trial_017.csv,U,1458,8,6,0.142,0,1459,-210.0
rx_trial_017.csv,U,1523,6,11,0.074,0,1524,-210.0
rx_trial_017.csv,U,1581,11,5,0.073,0,1582,-210.0
rx_trial_017.csv,U,1603,5,1,0.102,0,1604,-210.0
rx_trial_017.csv,U,1614,1,2,0.053,0,1614,-210.0
rx_trial_017.csv,U,1627,2,8,0.099,0,1628,-210.0
rx_trial_017.csv,U,1678,8,1,0.085,0,1679,-210.0
rx_trial_017.csv,U,1697,1,2,0.275,0,1700,-210.0
rx_trial_017.csv,U,1701,2,1,0.088,0,1702,-210.0
rx_trial_017.csv,U,1766,1,3,0.281,0,1769,-210.0
rx_trial_020.csv,P,13,1,0,0.024,0,13,-165.0
rx_trial_020.csv,P,88,0,6,0.008,0,88,-165.0
rx_trial_020.csv,P,91,6,7,0.205,0,93,-165.0
rx_trial_020.csv,P,97,7,11,0.227,0,99,-165.0
rx_trial_020.csv,P,120,11,10,0.163,0,122,-165.0
rx_trial_020.csv,P,245,10,6,0.172,0,247,-165.0
rx_trial_020.csv,P,338,6,7,0.068,0,339,-165.0
rx_trial_020.csv,P,362,7,11,0.171,0,364,-165.0
rx_trial_020.csv,P,376,11,4,0.026,0,376,-165.0
rx_trial_020.csv,P,429,4,10,0.177,0,431,-165.0
rx_trial_020.csv,P,605,10,3,0.182,0,607,-165.0
rx_trial_020.csv,P,615,3,7,0.113,0,616,-165.0
rx_trial_020.csv,P,642,7,3,0.147,0,643,-165.0
rx_trial_020.csv,P,680,3,9,0.038,0,680,-165.0
rx_trial_020.csv,P,714,9,8,0.008,0,714,-165.0
rx_trial_020.csv,P,724,8,7,0.28,0,727,-165.0
rx_trial_020.csv,P,775,7,0,0.275,0,778,-165.0
rx_trial_020.csv,P,796,0,7,0.058,0,797,-165.0
rx_trial_020.csv,P,858,7,4,0.074,0,859,-165.0
rx_trial_020.csv,P,963,4,6,0.069,0,964,-165.0
rx_trial_020.csv,P,1035,6,5,0.068,0,1036,-165.0
rx_trial_020.csv,P,1055,5,9,0.281,0,1058,-165.0
rx_trial_020.csv,P,1087,9,2,0.273,0,1090,-165.0
rx_trial_020.csv,P,1128,2,9,0.048,0,1128,-165.0
rx_trial_020.csv,P,1130,9,4,0.155,0,1132,-165.0
rx_trial_020.csv,P,1224,4,9,0.174,0,1226,-165.0
rx_trial_020.csv,P,1282,9,0,0.08,0,1283,-165.0
rx_trial_020.csv,P,1299,0,9,0.064,0,1300,-165.0
rx_trial_020.csv,P,1404,9,7,0.066,0,1405,-165.0
rx_trial_020.csv,P,1410,7,2,0.308,0,1413,-165.0
rx_trial_020.csv,P,1414,2,8,0.217,0,1416,-165.0
rx_trial_020.csv,P,1458,8,6,0.146,0,1459,-165.0
rx_trial_020.csv,P,1523,6,11,0.07,0,1524,-165.0
rx_trial_020.csv,P,1581,11,5,0.173,0,1583,-165.0
rx_trial_020.csv,P,1603,5,1,0.046,0,1603,-165.0
rx_trial_020.csv,P,1614,1,2,0.203,0,1616,-165.0
rx_trial_020.csv,P,1627,2,8,0.046,0,1627,-165.0
rx_trial_020.csv,P,1678,8,1,0.07,0,1679,-165.0
rx_trial_020.csv,P,1697,1,2,0.258,0,1700,-165.0
rx_trial_020.csv,P,1701,2,1,0.164,0,1703,-165.0
rx_trial_020.csv,P,1766,1,3,0.181,0,1768,-165.0
rx_trial_021.csv,U,13,1,0,0.243,0,15,-150.0
rx_trial_021.csv,U,88,0,6,0.067,0,89,-150.0
rx_trial_021.csv,U,91,6,7,0.301,0,94,-150.0
rx_trial_021.csv,U,97,7,11,0.02,0,97,-150.0
rx_trial_021.csv,U,120,11,10,0.272,0,123,-150.0
rx_trial_021.csv,U,245,10,6,0.072,0,246,-150.0
rx_trial_021.csv,U,338,6,7,0.174,0,340,-150.0
rx_trial_021.csv,U,362,7,11,0.088,0,363,-150.0
rx_trial_021.csv,U,376,11,4,0.366,0,380,-150.0
rx_trial_021.csv,U,429,4,10,0.176,0,431,-150.0
rx_trial_021.csv,U,605,10,3,0.072,0,606,-150.0
rx_trial_021.csv,U,615,3,7,0.226,0,617,-150.0
rx_trial_021.csv,U,642,7,3,0.24,0,644,-150.0
rx_trial_021.csv,U,680,3,9,0.127,0,681,-150.0
rx_trial_021.csv,U,714,9,8,0.008,0,714,-150.0
rx_trial_021.csv,U,724,8,7,0.134,0,725,-150.0
rx_trial_021.csv,U,775,7,0,0.178,0,777,-150.0
rx_trial_021.csv,U,796,0,7,0.183,0,798,-150.0
rx_trial_021.csv,U,858,7,4,0.074,0,859,-150.0
rx_trial_021.csv,U,963,4,6,0.292,0,966,-150.0
rx_trial_021.csv,U,1035,6,5,0.385,0,1039,-150.0
rx_trial_021.csv,U,1055,5,9,0.394,0,1059,-150.0
rx_trial_021.csv,U,1087,9,2,0.03,0,1087,-150.0
rx_trial_021.csv,U,1128,2,9,0.124,0,1129,-150.0
rx_trial_021.csv,U,1130,9,4,0.239,0,1132,-150.0
rx_trial_021.csv,U,1224,4,9,0.272,0,1227,-150.0
rx_trial_021.csv,U,1282,9,0,0.071,0,1283,-150.0
rx_trial_021.csv,U,1299,0,9,0.158,0,1301,-150.0
rx_trial_021.csv,U,1404,9,7,0.176,0,1406,-150.0
rx_trial_021.csv,U,1410,7,2,0.102,0,1411,-150.0
rx_trial_021.csv,U,1414,2,8,0.128,0,1415,-150.0
rx_trial_021.csv,U,1458,8,6,0.249,0,1460,-150.0
rx_trial_021.csv,U,1523,6,11,0.068,0,1524,-150.0
rx_trial_021.csv,U,1581,11,5,0.073,0,1582,-150.0
rx_trial_021.csv,U,1603,5,1,0.283,0,1606,-150.0
rx_trial_021.csv,U,1614,1,2,0.016,0,1614,-150.0
rx_trial_021.csv,U,1627,2,8,0.275,0,1630,-150.0
rx_trial_021.csv,U,1678,8,1,0.177,0,1680,-150.0
rx_trial_021.csv,U,1697,1,2,0.032,0,1697,-150.0
rx_trial_021.csv,U,1701,2,1,0.272,0,1704,-150.0
rx_trial_021.csv,U,1766,1,3,0.281,0,1769,-150.0
rx_trial_024.csv,P,13,1,0,0.02,0,13,-104.0
rx_trial_024.csv,P,88,0,6,0.001,0,88,-104.0
rx_trial_024.csv,P,91,6,7,0.084,0,92,-104.0
rx_trial_024.csv,P,97,7,11,0.107,0,98,-104.0
rx_trial_024.csv,P,120,11,10,0.231,0,122,-104.0
rx_trial_024.csv,P,245,10,6,0.066,0,246,-104.0
rx_trial_024.csv,P,338,6,7,0.183,0,340,-104.0
rx_trial_024.csv,P,362,7,11,0.167,0,364,-104.0
rx_trial_024.csv,P,376,11,4,0.213,0,378,-104.0
rx_trial_024.csv,P,429,4,10,0.069,0,430,-104.0
rx_trial_024.csv,P,605,10,3,0.069,0,606,-104.0
rx_trial_024.csv,P,615,3,7,0.024,0,615,-104.0
rx_trial_024.csv,P,642,7,3,0.525,0,647,-104.0
rx_trial_024.csv,P,680,3,9,0.061,0,681,-104.0
rx_trial_024.csv,P,714,9,8,0.022,0,714,-104.0
rx_trial_024.csv,P,724,8,7,0.268,0,727,-104.0
rx_trial_024.csv,P,775,7,0,0.179,0,777,-104.0
rx_trial_024.csv,P,796,0,7,0.287,0,799,-104.0
rx_trial_024.csv,P,858,7,4,0.276,0,861,-104.0
rx_trial_024.csv,P,963,4,6,0.081,0,964,-104.0
rx_trial_024.csv,P,1035,6,5,0.184,0,1037,-104.0
rx_trial_024.csv,P,1055,5,9,0.18,0,1057,-104.0
rx_trial_024.csv,P,1087,9,2,0.131,0,1088,-104.0
rx_trial_024.csv,P,1128,2,9,9.672,1,1225,-104.0
rx_trial_024.csv,P,1130,9,4,0.03,0,1130,-104.0
rx_trial_024.csv,P,1224,4,9,0.072,0,1225,-104.0
rx_trial_024.csv,P,1282,9,0,0.18,0,1284,-104.0
rx_trial_024.csv,P,1299,0,9,0.549,0,1304,-104.0
rx_trial_024.csv,P,1404,9,7,0.071,0,1405,-104.0
rx_trial_024.csv,P,1410,7,2,0.004,0,1410,-104.0
rx_trial_024.csv,P,1414,2,8,0.119,0,1415,-104.0
rx_trial_024.csv,P,1458,8,6,0.124,0,1459,-104.0
rx_trial_024.csv,P,1523,6,11,0.069,0,1524,-104.0
rx_trial_024.csv,P,1581,11,5,0.07,0,1582,-104.0
rx_trial_024.csv,P,1603,5,1,0.084,0,1604,-104.0
rx_trial_024.csv,P,1614,1,2,0.257,0,1616,-104.0
rx_trial_024.csv,P,1627,2,8,0.199,0,1629,-104.0
rx_trial_024.csv,P,1678,8,1,0.069,0,1679,-104.0
rx_trial_024.csv,P,1697,1,2,0.272,0,1700,-104.0
rx_trial_024.csv,P,1701,2,1,0.183,0,1703,-104.0
rx_trial_024.csv,P,1766,1,3,0.071,0,1767,-104.0
rx_trial_025.csv,U,13,1,0,0.128,0,14,-87.0
rx_trial_025.csv,U,88,0,6,0.008,0,88,-87.0
rx_trial_025.csv,U,91,6,7,0.185,0,93,-87.0
rx_trial_025.csv,U,97,7,11,0.203,0,99,-87.0
rx_trial_025.csv,U,120,11,10,0.007,0,120,-87.0
rx_trial_025.csv,U,245,10,6,0.07,0,246,-87.0
rx_trial_025.csv,U,338,6,7,0.071,0,339,-87.0
rx_trial_025.csv,U,362,7,11,0.104,0,363,-87.0
rx_trial_025.csv,U,376,11,4,0.171,0,378,-87.0
rx_trial_025.csv,U,429,4,10,0.073,0,430,-87.0
rx_trial_025.csv,U,605,10,3,0.07,0,606,-87.0
rx_trial_025.csv,U,615,3,7,0.229,0,617,-87.0
rx_trial_025.csv,U,642,7,3,0.263,0,645,-87.0
rx_trial_025.csv,U,680,3,9,0.144,0,681,-87.0
rx_trial_025.csv,U,714,9,8,0.124,0,715,-87.0
rx_trial_025.csv,U,724,8,7,0.056,0,725,-87.0
rx_trial_025.csv,U,775,7,0,0.377,0,779,-87.0
rx_trial_025.csv,U,796,0,7,0.049,0,796,-87.0
rx_trial_025.csv,U,858,7,4,0.282,0,861,-87.0
rx_trial_025.csv,U,963,4,6,0.172,0,965,-87.0
rx_trial_025.csv,U,1035,6,5,0.174,0,1037,-87.0
rx_trial_025.csv,U,1055,5,9,0.071,0,1056,-87.0
rx_trial_025.csv,U,1087,9,2,0.271,0,1090,-87.0
rx_trial_025.csv,U,1128,2,9,9.776,1,1226,-87.0
rx_trial_025.csv,U,1130,9,4,0.296,0,1133,-87.0
rx_trial_025.csv,U,1224,4,9,0.176,0,1226,-87.0
rx_trial_025.csv,U,1282,9,0,0.072,0,1283,-87.0
rx_trial_025.csv,U,1299,0,9,0.149,0,1300,-87.0
rx_trial_025.csv,U,1404,9,7,0.168,0,1406,-87.0
rx_trial_025.csv,U,1410,7,2,0.086,0,1411,-87.0
rx_trial_025.csv,U,1414,2,8,0.213,0,1416,-87.0
rx_trial_025.csv,U,1458,8,6,0.129,0,1459,-87.0
rx_trial_025.csv,U,1523,6,11,0.174,0,1525,-87.0
rx_trial_025.csv,U,1581,11,5,0.291,0,1584,-87.0
rx_trial_025.csv,U,1603,5,1,0.2,0,1605,-87.0
rx_trial_025.csv,U,1614,1,2,0.159,0,1616,-87.0
rx_trial_025.csv,U,1627,2,8,0.01,0,1627,-87.0
rx_trial_025.csv,U,1678,8,1,0.181,0,1680,-87.0
rx_trial_025.csv,U,1697,1,2,0.167,0,1699,-87.0
rx_trial_025.csv,U,1701,2,1,0.291,0,1704,-87.0
rx_trial_025.csv,U,1766,1,3,0.178,0,1768,-87.0
